country,year,vacation_days,policy,happiness_vacation,happiness_policy,log_population,log_gdp,gdp,population,gdp_cap,log_gdp_cap,democracy,corruption,lag_policy,lag_happiness_policy,lag_vacation_days,lag_happiness_vacation
Fojuj,2010,11,0,37,33.7,17.1865489918872,25.750771151249463,152551968386.7631,29108738.870493304,5240.761857306043,8.564222159362263,52,60.4,0,30.2,11,36.7
Fojuj,2011,11,0,36.8,33.5,17.227714909568324,25.8131831285903,162376431610.36215,30332033.08511295,5353.298644859285,8.585468219021976,51.5,61.3,0,33.7,11,37
Fojuj,2012,12,0,39.8,33.7,17.268880827249447,25.834192191187228,165823895415.0305,31606736.216559254,5246.473228961641,8.56531136393778,58.3,60.2,0,33.5,11,36.8
Fojuj,2013,12,0,40.1,31.7,17.31004674493057,25.979433027579617,191745158447.6088,32935008.723614488,5821.925236355775,8.669386282649047,52.1,60.4,0,33.7,12,39.8
Fojuj,2014,12,1,40.4,42.4,17.351212662611694,25.986273520937896,193061286280.2453,34319101.85830145,5625.476070946352,8.635060858326202,53.9,62.1,0,31.7,12,40.1
Fojuj,2015,12,1,40.5,41.1,17.392378580292814,26.110645120038857,218629667639.72452,35761361.48146758,6113.572262986234,8.718266539746043,53.1,61.7,1,42.4,12,40.4
Fojuj,2016,11,1,38.2,46.2,17.433544497973937,26.19399276548903,237632872108.18927,37264232.03871959,6376.969525664064,8.760448267515091,50.1,62.7,1,41.1,12,40.5
Fojuj,2017,12,1,41.8,42.6,17.47471041565506,26.241873876720266,249287796875.29318,38830260.70344536,6419.936213644174,8.767163461065206,51.9,61.4,1,46.2,11,38.2
Fojuj,2018,12,1,42.2,45.7,17.515876333336184,26.304651109421684,265439056636.71262,40462101.69394762,6560.189548345122,8.7887747760855,56.4,62.1,1,42.6,12,41.8
Fojuj,2019,12,1,41.8,40,17.557042251017307,26.404786223781535,293395165138.27625,42162520.772004336,6958.67229392719,8.847743972764228,54.5,64,1,45.7,12,42.2
Likit,2010,9,0,36.7,34.9,17.585000823539865,26.982865276490216,523009401259.95105,43357958.15821764,12062.592969702035,9.397864452950351,47.2,65.3,0,36.7,10,37.2
Likit,2011,9,0,37.4,40.4,17.626858095528288,27.075766894350267,573926338189.3214,45211321.79052358,12694.305661941917,9.448908798821979,46.7,63.7,0,34.9,9,36.7
Likit,2012,9,1,38.7,46.3,17.66871536751671,27.126762884514225,603953402975.8431,47143908.63580971,12810.847052191391,9.458047516997514,52.2,61.3,0,40.4,9,37.4
Likit,2013,8,1,37,46.4,17.710572639505134,27.262022653713377,691426473714.6323,49159105.14094781,14065.074450240518,9.551450014208243,47.6,58.7,1,46.3,9,38.7
Likit,2014,7,1,35.6,45.9,17.752429911493557,27.309046944436805,724716908444.8247,51260442.508645535,14137.937032490398,9.556617032943247,49.1,58.9,1,46.4,8,37
Likit,2015,7,1,37.3,51.9,17.79428718348198,27.410241453847387,801893348337.6492,53451602.885127135,15002.232020263238,9.615954270365407,49.2,56.3,1,45.9,7,35.6
Likit,2016,6,1,36.5,39.6,17.836144455470404,27.540363226493263,913330117339.6606,55736425.81231054,16386.592861466423,9.704218771022859,47.4,55,1,51.9,7,37.3
Likit,2017,6,1,37.3,44.2,17.878001727458827,27.608211376991232,977448436461.1777,58118914.95578688,16818.077853049348,9.730209649532405,48.6,51.2,1,39.6,6,36.5
Likit,2018,6,1,38,46.9,17.91985899944725,27.710912149145113,1083169031798.7684,60603245.120391786,17873.119329616617,9.791053149697863,50.8,50.2,1,44.2,6,37.3
Likit,2019,5,1,37.5,52.5,17.961716271435673,27.82160129112439,1209951377837.4373,63193769.565661795,19146.687816751164,9.859885019688718,50.2,49.3,1,46.9,6,38
Pihok,2010,20,0,69.5,57.7,16.241866352273682,26.872212307110832,468223839060.26227,11317563.310061928,41371.43537284089,10.63034595483715,59.4,48.4,0,59.3,18,65.4
Pihok,2011,22,0,74.6,61.6,16.288101817241024,26.989030970369008,526244078892.4964,11853121.602677044,44397.08766453923,10.700929153127984,61.2,44.6,0,57.7,20,69.5
Pihok,2012,24,0,79.6,63.3,16.334337282208367,27.049878818569713,559259161290.8119,12414023.043541554,45050.597967253554,10.715541536361346,66.4,42.1,0,61.6,22,74.6
Pihok,2013,26,1,83.7,75.8,16.38057274717571,27.19555440763,646962653768.0924,13001466.89550331,49760.74307367971,10.81498166045429,60.7,38.8,0,63.3,24,79.6
Pihok,2014,29,1,91.1,75.4,16.42680821214305,27.275956286931528,701127988310.9258,13616709.171714583,51490.26680891073,10.849148074788477,73.2,37.4,1,75.8,26,83.7
Pihok,2015,31,1,95.2,75.8,16.47304367711039,27.36940476989751,769806306305.5299,14261065.321112575,53979.57929313191,10.89636109278712,68.2,33.8,1,75.4,29,91.1
Pihok,2016,34,1,103.7,81.9,16.519279142077732,27.525293851708856,899669986813.9503,14935913.040979749,60235.352492045226,11.006014709631124,81.8,32.6,1,75.8,31,95.2
Pihok,2017,37,1,110,91.8,16.565514607045074,27.598329391057693,967836873642.4806,15642695.222596826,61871.49080577759,11.032814784012619,83.4,27.8,1,81.9,34,103.7
Pihok,2018,40,1,118.3,90.2,16.611750072012416,27.71985934539308,1092903842385.2739,16382923.03628747,66709.94180736484,11.108109273380663,96.9,26,1,91.8,37,110
Pihok,2019,43,1,124.8,101.3,16.65798553697976,27.84817198761309,1242531550825.2268,17158179.1624501,72416.28258227136,11.19018645063333,99.8,24.9,1,90.2,40,118.3
Nunom,2010,11,0,55.3,49.5,19.013835698376706,26.40537814162037,293568882378.44446,180968890.42933765,1622.2063454219683,7.391542443243665,53.8,52.8,0,48.5,11,54.9
Nunom,2011,9,0,51,45.8,19.05056047979044,26.514311555194947,327355166724.13995,187738478.3579444,1743.6764673249388,7.463751075404506,39.6,52.9,0,49.5,11,55.3
Nunom,2012,9,1,52.9,57.6,19.087285261204173,26.45085566801033,307227904178.8577,194761299.42852542,1577.4586895873836,7.363570406806158,53.4,51.8,0,45.8,9,51
Nunom,2013,8,1,50.3,56.9,19.124010042617908,26.645398638611454,373206841823.31415,202046826.45166823,1847.130431977308,7.521388595993546,40.5,51.6,1,57.6,9,52.9
Nunom,2014,7,1,48.7,54.8,19.160734824031643,26.636049160367403,369733813375.98596,209604886.59181476,1763.956076539412,7.47531433633576,40.5,54.1,1,56.9,8,50.3
Nunom,2015,6,1,47.1,56.6,19.197459605445378,26.73686014168434,408950574802.9165,217445674.62274423,1880.702274314825,7.539400536238961,34.7,52.8,1,54.8,7,48.7
Nunom,2016,5,1,45.7,49.3,19.234184386859113,26.73126034392958,406666934222.5053,225579766.6789071,1802.763342695357,7.497075957070468,35.6,52.6,1,56.6,6,47.1
Nunom,2017,5,1,46.3,54.8,19.270909168272848,26.78029690203481,427105504176.0882,234018134.52116194,1825.0957561473324,7.509387733761962,34.9,50.6,1,49.3,5,45.7
Nunom,2018,3,1,42.5,55,19.30763394968658,26.91562294643124,488997369191.9466,242772160.33615667,2014.2234122514376,7.607988996744663,27.6,51.6,1,54.8,5,46.3
Nunom,2019,3,1,42.6,52.4,19.344358731100314,26.931291347034932,496719514720.63434,251853652.08932155,1972.2545637117444,7.586932615934618,28.2,52.9,1,55,3,42.5
Nijig,2010,13,0,47.5,42,17.51652929493509,26.496558270248947,321594820994.5697,40488530.52013008,7942.862259095306,8.980028975313857,34,51.5,0,42.2,14,48.9
Nijig,2011,12,0,45.9,42.6,17.56183791683274,26.573220350520742,347218586387.10834,42365203.74301212,8195.843657293395,9.011382433688002,38.7,54.5,0,42,13,47.5
Nijig,2012,12,1,45.8,38.3,17.607146538730387,26.67863805131837,385820491886.94434,44328862.15256883,8703.595651948992,9.071491512587983,44.1,57.1,0,42.6,12,45.9
Nijig,2013,11,1,44,49,17.652455160628037,26.772068076113793,423605348170.20087,46383537.57629641,9132.665818630398,9.119612915485757,38.8,59.3,1,38.3,12,45.8
Nijig,2014,10,1,42.4,49.7,17.697763782525683,26.837333743329335,452174382030.64056,48533448.71986567,9316.75769922274,9.139569960803652,38.9,64.5,1,49,11,44
Nijig,2015,9,1,40.2,43.1,17.74307240442333,27.033368989442554,550101690247.96,50783009.82906423,10832.39634869229,9.290296585019224,39.5,66.3,1,49.7,10,42.4
Nijig,2016,8,1,38.3,50.7,17.78838102632098,27.11488676284962,596823202252.7642,53136839.75322455,11231.815911983109,9.326505736528638,39.4,70.1,1,43.1,9,40.2
Nijig,2017,8,1,38.4,46.8,17.833689648218627,27.210915167108276,656977210167.2286,55599771.42874841,11816.185449775647,9.377225518889649,37.7,71.6,1,50.7,8,38.3
Nijig,2018,7,1,37.7,47.4,17.878998270116274,27.31827368107438,731434624134.5597,58176861.80220143,12572.603634438083,9.439275410958107,40.1,75.3,1,46.8,8,38.4
Nijig,2019,6,1,36.1,43.5,17.924306892013924,27.473979515367567,854668503388.9336,60873402.2133487,14040.097519003406,9.549672623353644,39.4,79.6,1,47.4,7,37.7
Sonop,2010,13,0,58.8,53.5,18.40260703006233,23.89689051140777,23893935320.61432,98208863.61163025,243.2971367544132,5.4942834813454375,52.4,41.1,0,52.2,12,56.1
Sonop,2011,14,0,60.5,57.9,18.43811487555794,23.919997745940353,24452486522.06524,101758699.31218132,240.29873305522963,5.481882870382414,49.8,38.1,0,53.5,13,58.8
Sonop,2012,15,0,62.9,60.2,18.47362272105355,23.901678901720057,24008623174.994736,105436846.5829668,227.70619525407258,5.4280561806665055,53.1,34.5,0,57.9,14,60.5
Sonop,2013,15,1,63.7,59.6,18.50913056654916,23.94473938401195,25065027480.02961,109247943.34541237,229.4324882691914,5.435608817462789,47.4,30.7,0,60.2,15,62.9
Sonop,2014,16,1,65.2,68.1,18.544638412044772,23.917888762107822,24400970965.157623,113196795.16221967,215.56238345961265,5.373250350063049,46.9,29.7,1,59.6,15,63.7
Sonop,2015,17,1,68.1,67.7,18.58014625754038,23.936904590266344,24869415450.069702,117288381.29688735,212.0364794456388,5.356758332725963,42.8,25.3,1,68.1,16,65.2
Sonop,2016,17,1,68.4,67.3,18.615654103035993,24.02180513354742,27073064307.253586,121527860.9922646,222.77249090212177,5.4061510305114275,39.9,22.8,1,67.7,17,68.1
Sonop,2017,18,1,70.8,69,18.651161948531602,24.007640923004896,26692298712.300537,125920579.97604136,211.97725357824132,5.356478974473294,38.9,17.9,1,67.3,17,68.4
Sonop,2018,19,1,74.5,61.2,18.686669794027214,24.033892951739123,27402304475.227467,130472077.20139119,210.02428307269474,5.347223157711909,38.5,15.7,1,69,18,70.8
Sonop,2019,20,1,75.7,76.6,18.722177639522823,24.07418830978821,28529038772.488693,135188091.83125302,211.0321877173896,5.352010670265386,37.1,13.6,1,61.2,19,74.5
Dojoh,2010,14,0,54.2,51.4,17.21643617177752,24.73045216588284,54991923496.77495,29991848.072298817,1833.5623521501761,7.514015994105321,38.1,40.5,0,48.6,13,52.2
Dojoh,2011,15,0,57.8,52.5,17.260829874540253,24.783601318830318,57993763672.87222,31353293.474718392,1849.6865000684943,7.522771444290065,48.1,40,0,51.4,14,54.2
Dojoh,2012,16,1,61,57.1,17.305223577302982,24.84989466413373,61968663334.734116,32776540.123239826,1890.6407784876583,7.544671086830746,55,38.9,0,52.5,15,57.8
Dojoh,2013,15,1,58.8,59.9,17.349617280065715,25.054325351010913,76024793250.37526,34264393.41425529,2218.7695644057735,7.704708070945198,45.2,37.3,1,57.1,16,61
Dojoh,2014,16,1,62.7,66,17.394010982828448,25.066205912811263,76933397180.25754,35819786.0918949,2147.7905251272728,7.672194929982815,57.1,37.8,1,59.9,15,58.8
Dojoh,2015,17,1,64.4,66.7,17.43840468559118,25.142486573775468,83031556707.12436,37445784.02883113,2217.3806440584813,7.704081888184287,56.6,35.5,1,66,16,62.7
Dojoh,2016,17,1,65.8,61,17.48279838835391,25.306185454713248,97799514984.2118,39145592.2694954,2498.3531813982304,7.823387066359338,56.1,35.7,1,66.7,17,64.4
Dojoh,2017,18,1,69.1,64.2,17.527192091116643,25.29926071311598,97124618054.91676,40922561.34762032,2373.3758312409404,7.772068621999338,65.6,32.2,1,61,17,65.8
Dojoh,2018,19,1,71.3,74.3,17.571585793879375,25.42599896632464,110248083326.06375,42780193.89055819,2577.082366856595,7.854413172445266,69.9,30.6,1,64.2,18,69.1
Dojoh,2019,19,1,71.7,65.1,17.615979496642108,25.564817387503922,126665727627.4714,44722151.52339619,2832.2816168897157,7.948837890861814,71.2,30.6,1,74.3,19,71.3
Dofap,2010,16,0,61.4,46.7,16.233784930050426,26.713853458409847,399649383496.9517,11226469.880419023,35598.8469887593,10.480068528359421,44.3,42.6,0,53.8,16,61.6
Dofap,2011,16,0,61,52.1,16.275523240938185,26.668737226119745,382019398669.03546,11704959.992741654,32637.394652004703,10.39321398518156,43.5,43.4,0,46.7,16,61.4
Dofap,2012,16,1,61.4,55.7,16.317261551825947,26.708085728472124,397350948531.0222,12203844.119392008,32559.49065259104,10.390824176646177,44.9,43.6,0,52.1,16,61
Dofap,2013,16,1,61.3,57.1,16.358999862713706,26.78838563702171,430574257410.9695,12723991.48589773,33839.55874916956,10.429385774308006,38,44,1,55.7,16,61.4
Dofap,2014,16,1,61.6,59.8,16.400738173601468,26.83234700736202,449925120673.65497,13266308.365569675,33914.86977955035,10.431608833760553,38.8,45.8,1,57.1,16,61.3
Dofap,2015,15,1,58.9,65,16.44247648448923,26.723477487958213,403514188641.7341,13831739.65853741,29173.061278135876,10.281001003468983,31.2,45.4,1,59.8,16,61.6
Dofap,2016,15,1,59.8,59.8,16.48421479537699,26.90269940217117,482718450381.5049,14421270.538086157,33472.67143395302,10.41848460679418,30.7,46.1,1,65,15,58.9
Dofap,2017,15,1,59,59.2,16.52595310626475,26.86944614128749,466930443976.338,15035928.167163316,31054.314624624152,10.343493035022739,22.3,45.3,1,59.8,15,59.8
Dofap,2018,15,1,59.5,60.1,16.56769141715251,26.919832660679386,491060247401.76135,15676783.488044688,31324.04346696821,10.352141243526876,23.2,45.5,1,59.2,15,59
Dofap,2019,15,1,59.3,58,16.609429728040272,26.9922274917676,527928920733.45056,16344953.088279944,32299.200730774748,10.382797763727329,18.5,47.4,1,60.1,15,59.5
Jadal,2010,12,0,39.1,38,17.0716231859938,24.83959944245793,61333955046.15053,25948469.47307436,2363.682956707493,7.767976256464131,52.6,60,0,37.7,12,39.4
Jadal,2011,12,0,39.1,32.5,17.106722655276734,24.906506027724117,65577994552.3718,26875419.54526173,2440.0733332527093,7.799783372447383,51.9,63.4,0,38,12,39.1
Jadal,2012,13,0,40.8,34.9,17.141822124559663,24.96811728453804,69745398527.37654,27835482.80114639,2505.6292008883033,7.826295159978375,55.5,66.7,0,32.5,12,39.1
Jadal,2013,13,1,40.4,46.9,17.176921593842593,24.898689139783542,65067377037.58565,28829842.13392569,2256.945311574121,7.721767545940949,51.2,69.2,0,34.9,13,40.8
Jadal,2014,12,1,38.4,40,17.212021063125523,24.863257334657874,62802287483.76272,29859722.692966767,2103.2441637026764,7.651236271532351,52.1,74.9,1,46.9,13,40.4
Jadal,2015,12,1,38,40.9,17.247120532408456,24.975947070857064,70293633575.40224,30926393.393312354,2272.9334352515484,7.728826538448608,48.3,77.4,1,40,12,38.4
Jadal,2016,13,1,39.6,42,17.282220001691385,25.114630384285636,80750531759.59496,32031168.479109596,2520.9986270797344,7.832410382594251,49.5,81.6,1,40.9,12,38
Jadal,2017,13,1,39.6,45.6,17.317319470974315,25.0521945124476,75862969160.88437,33175409.14288989,2286.722940902847,7.734875041473284,49.2,83.6,1,42,13,39.6
Jadal,2018,13,1,39.7,42.3,17.352418940257245,25.071017205618187,77304438158.36322,34360525.202692725,2249.803741425498,7.718598265360942,51.1,87.8,1,45.6,13,39.6
Jadal,2019,13,1,39.1,44.9,17.387518409540178,25.189180875932973,87000602070.96533,35587976.83910164,2444.662770921414,7.801662466392795,50.2,92.9,1,42.3,13,39.7
Togof,2010,12,0,37,33,17.36089825425584,23.328555319578427,13535142924.477058,34653117.623463616,390.5894722532098,5.967657065322587,29.5,57.9,0,33.2,10,33.1
Togof,2011,13,0,38.9,34.4,17.396926443160005,23.24135299865479,12404845491.286282,35924369.63784126,345.30447204338765,5.844426555494785,30.5,58.3,0,33,12,37
Togof,2012,16,1,45.9,49.3,17.43295463206417,23.285592603227474,12965950982.496067,37242257.620203644,348.15158400768206,5.852637971163304,37.9,57.8,0,34.4,13,38.9
Togof,2013,17,1,47.5,45.3,17.46898282096834,23.387499116838004,14356937572.253567,38608492.41425874,371.859574784933,5.918516295869665,32.1,57.3,1,49.3,16,45.9
Togof,2014,19,1,51.5,45.3,17.505011009872504,23.26279921950297,12673755795.351145,40024847.62613375,316.6471966048402,5.757788209630466,35.1,59.4,1,45.3,17,47.5
Togof,2015,20,1,54.3,50.8,17.54103919877667,23.432487278973884,15017578906.436693,41493161.92681961,361.92900731264587,5.891448080197215,35.9,58.6,1,45.3,19,51.5
Togof,2016,22,1,56.7,51.9,17.577067387680835,23.388663917960827,14373670292.511833,43015341.43907946,334.1521841194394,5.811596530279992,33.9,59.4,1,50.8,20,54.3
Togof,2017,24,1,62,52.7,17.613095576585,23.455072574119967,15360614557.50787,44593362.21192173,344.4596638510768,5.841976997534967,38.6,57.6,1,51.9,22,56.7
Togof,2018,26,1,65,54.3,17.649123765489165,23.483488059978573,15803354427.419357,46229272.78584923,341.8473507170712,5.834364294489408,39.3,58.5,1,52.7,24,62
Togof,2019,27,1,67.7,53.4,17.685151954393334,23.558249129512394,17030115768.483788,47925196.85221484,355.3478522164223,5.87309717511906,40.3,59.8,1,54.3,26,65
Domuv,2010,16,0,74.2,66.4,15.574268763504971,26.539249116950703,335621245968.49774,5805224.021541351,57813.65968360797,10.964980353445732,37.4,61.1,0,67.3,15,72.3
Domuv,2011,17,1,76.5,74.2,15.612439006023745,26.592964143796387,354142121897.04517,6031094.166300173,58719.3819449675,10.980525137772641,37.1,59.7,0,66.4,16,74.2
Domuv,2012,18,1,79.1,72.8,15.65060924854252,26.547296156935705,338332899313.3578,6265752.485658986,53997.16954790857,10.896686908393185,45.3,57.3,1,74.2,17,76.5
Domuv,2013,19,1,81.7,78,15.688779491061293,26.62031939154069,363963487883.8952,6509540.910654681,55912.31284654304,10.931539900479397,43.5,54.6,1,72.8,18,79.1
Domuv,2014,19,1,81.9,77.4,15.726949733580067,26.575383615386734,347970525184.01105,6762814.676205706,51453.50595046038,10.848433881806667,48.2,54.5,1,78,19,81.7
Domuv,2015,20,1,84.4,77.8,15.76511997609884,26.613895820073726,361633035335.6625,7025942.838740598,51471.10411169887,10.848775843974886,48.2,51.9,1,77.4,19,81.9
Domuv,2016,21,1,87.3,82.1,15.803290218617613,26.67186589583481,383216482856.2609,7299308.813966511,52500.37950483939,10.868575677217196,50.6,49.7,1,77.8,20,84.4
Domuv,2017,22,1,89.2,79.9,15.841460461136387,26.64325519723058,372407751542.45355,7583310.935561159,49108.85953470345,10.801794736094193,51.4,47,1,82.1,21,87.3
Domuv,2018,23,1,92.3,83.7,15.879630703655161,26.666148110780817,381031585716.8251,7878363.035602523,48364.30918389183,10.786517407125656,59,45.7,1,79.9,22,89.2
Domuv,2019,24,1,94.7,87.7,15.917800946173935,26.73622201708558,408689696626.7017,8184895.047581902,49932.18535495365,10.818421070911645,58.6,44.7,1,83.7,23,92.3
Jomur,2010,15,0,67.1,58.3,15.677470293649703,26.545160360209803,337611060140.0076,6436337.941061844,52453.905191359445,10.8676900665601,31.6,57.4,0,60.5,16,69.7
Jomur,2011,14,0,65.9,61,15.710023098399196,26.575896173388692,348148925977.6111,6649306.346531202,52358.68342255471,10.865873074989496,32.7,55.2,0,58.3,15,67.1
Jomur,2012,14,1,68.5,69.3,15.74257590314869,26.55242262339717,340071804987.0088,6869321.545090599,49505.879547894074,10.80984672024848,41.6,52.8,0,61,14,65.9
Jomur,2013,13,1,66.8,66,15.775128707898185,26.662202561520303,379531168756.5418,7096616.704156311,53480.57878541754,10.887073853622118,38.9,50.8,1,69.3,14,68.5
Jomur,2014,11,1,63.2,66.7,15.807681512647678,26.615219722491755,362112119245.7813,7331432.706291531,49391.726522297846,10.807538209844077,40.6,51.3,1,66,13,66.8
Jomur,2015,10,1,62.1,68.4,15.840234317397172,26.67662254819943,385043652606.1682,7574018.404488618,50837.432924374516,10.836388230802257,36.2,48.4,1,66.7,11,63.2
Jomur,2016,10,1,62.5,64,15.872787122146667,26.74827431311709,413645148135.0454,7824630.885898114,52864.49343962467,10.875487190970423,34.7,47.2,1,68.4,10,62.1
Jomur,2017,9,1,61.5,71.2,15.90533992689616,26.748815193284535,413868941109.1665,8083535.744284261,51198.99932425073,10.843475266388376,38.6,43.8,1,64,10,62.5
Jomur,2018,9,1,65.5,69.9,15.937892731645654,26.833707170543654,450537508636.65533,8351007.361495656,53950.07921008042,10.895814438898,49.3,42.9,1,71.2,9,61.5
Jomur,2019,8,1,64.3,66.4,15.970445536395149,26.87197708891167,468113717243.86926,8627329.198249193,54259.40131493615,10.901531552516522,49.5,42.9,1,69.9,9,65.5
Jizak,2010,14,0,49.1,43.2,18.426202361447743,26.50266561305407,323564920724.2774,100553688.97214514,3217.832423969146,8.076463251606327,27.4,53.4,0,42.2,12,44.3
Jizak,2011,16,1,53.1,54.5,18.46545778086982,26.611210284564315,360663159878.28613,104579466.0311059,3448.6995733083127,8.145752503694496,32.7,52.7,0,43.2,14,49.1
Jizak,2012,19,1,60.3,64.1,18.5047132002919,26.636325290300263,369835922046.031,108766419.48343582,3400.2767012327163,8.131612090008364,41.6,51.4,1,54.5,16,53.1
Jizak,2013,22,1,65.7,57.5,18.54396861971398,26.80890106857082,439498907623.7454,113121002.20255473,3885.2105185275645,8.26493244885684,43.6,49.9,1,64.1,19,60.3
Jizak,2014,24,1,70.3,63.2,18.583224039136056,26.831086212291428,449358214750.5668,117649925.40973659,3819.4517606840604,8.247862173155372,48.9,50.9,1,57.5,22,65.7
Jizak,2015,27,1,76.7,68.9,18.622479458558136,26.932112743240783,497127685857.56024,122360169.01735014,4062.8228111312083,8.309633284682647,53.4,49.2,1,63.2,24,70.3
Jizak,2016,29,1,80.6,63.9,18.661734877980216,27.024691376526707,545348772530.625,127258992.3861985,4285.345674242264,8.362956498546492,55.3,49,1,68.9,27,76.7
Jizak,2017,32,1,87,71.3,18.700990297402292,27.084760741125717,579111425725.3468,132353945.51354463,4375.475347397804,8.383770443723424,62,46.3,1,63.9,29,80.6
Jizak,2018,35,1,93.5,67.8,18.740245716824372,27.169327102043425,630215147526.7145,137652880.66906163,4578.292473528739,8.429081385219053,69.1,46.2,1,71.3,32,87
Jizak,2019,37,1,98,82,18.77950113624645,27.228019819039805,668311232597.6835,143163964.4966364,4668.152596552223,8.448518682793356,72.6,46.4,1,67.8,35,93.5
Kirov,2010,14,0,60.6,54.2,16.153578354182546,22.771962047622416,7757779999.103992,10361197.264424885,748.7339349999916,6.6183836934398705,53.3,61.1,0,50.4,12,56.4
Kirov,2011,17,1,68,65.2,16.198976080360275,22.80182979738624,7992982429.774317,10842412.45441541,737.1959389461608,6.602853717025965,58.5,57.3,0,54.2,14,60.6
Kirov,2012,20,1,75.2,70.8,16.244373806538004,22.810643214520436,8063739264.815072,11345977.190811422,710.7135092203005,6.566269407982432,67.9,53.2,1,65.2,17,68
Kirov,2013,22,1,79.4,70,16.289771532715733,22.902037359207462,8835445440.91246,11872929.475394487,744.1672637930747,6.612265826491729,68.4,47.8,1,70.8,20,75.2
Kirov,2014,24,1,84.4,77.1,16.335169258893462,22.89209358336348,8748023126.265648,12424355.518875306,704.1027691919708,6.5569243244700175,74.5,45.6,1,70,22,79.4
Kirov,2015,26,1,88.9,72.9,16.38056698507119,22.965394318279884,9413346110.779848,13001391.979908008,724.0260216234518,6.584827333208693,76.3,40.3,1,77.1,24,84.4
Kirov,2016,28,1,93.7,88.5,16.42596471124892,23.073075585450486,10483575019.15569,13605228.308093198,770.55487653371,6.647110874201566,79.2,37.4,1,72.9,26,88.9
Kirov,2017,31,1,100.9,83.8,16.47136243742665,23.073747983969277,10490626529.917223,14237109.19579937,736.850886345134,6.602385546542628,86.5,31.3,1,88.5,28,93.7
Kirov,2018,34,1,107.2,85.3,16.516760163604378,23.175189529134872,11610660586.909613,14898337.143856661,779.3259391835736,6.658429365530495,90.8,28,1,83.8,31,100.9
Kirov,2019,36,1,112.2,89.5,16.562157889782107,23.21306055490066,12058800411.126387,15590275.146411605,773.4822059187292,6.650902665118554,95.8,25.2,1,85.3,34,107.2
Hataf,2010,12,0,53.5,47.4,15.578598875845756,25.49760008414989,118431442304.99362,5830415.795962836,20312.692344686515,9.919001208304135,41,51,0,44.9,11,51.5
Hataf,2011,13,0,54.6,47.1,15.637830700641498,25.528490169320634,122146889449.60403,6186194.666674053,19745.076906103102,9.890659468679136,45.4,51,0,47.4,12,53.5
Hataf,2012,14,0,57.5,50.7,15.697062525437238,25.567580584769697,127016214028.24669,6563683.585051533,19351.361530820875,9.87051805933246,46.8,49.5,0,47.1,13,54.6
Hataf,2013,14,0,58.4,52,15.756294350232979,25.59847246796158,131001219329.31111,6964207.323892316,18810.643227102282,9.842178117728603,43.4,49,0,50.7,14,57.5
Hataf,2014,15,0,59.5,52,15.81552617502872,25.625570266703292,134599597889.32637,7389171.49519702,18215.79022449492,9.810044091674571,43.1,50.8,0,52,14,58.4
Hataf,2015,16,0,62,51,15.874757999824462,25.64236632452417,136879433043.36815,7840067.483073743,17458.96107895538,9.767608324699706,46.9,49.4,0,52,15,59.5
Hataf,2016,17,0,64.3,58.1,15.933989824620202,25.769410574491154,155422114933.0157,8318477.677653527,18683.961291443546,9.835420749870952,46.1,50.2,0,51,16,62
Hataf,2017,18,0,67.8,57.9,15.993221649415943,25.772129648768917,155845294275.2312,8826081.028385619,17657.36047222047,9.778907999352974,50.9,47.9,0,58.1,17,64.3
Hataf,2018,19,0,68.7,56,16.052453474211685,25.778476037393514,156837494190.94052,9364658.936201226,16747.806327964536,9.726022563181829,48.5,48.7,0,57.9,18,67.8
Hataf,2019,19,1,69.4,62.2,16.111685299007426,25.85472639868153,169264158344.9722,9936101.505224245,17035.268636897057,9.743041099674105,50.3,49.5,0,56,19,68.7
Jikit,2010,8,0,43.8,45.1,17.22674455725751,24.405741825399396,39744679713.34276,30302614.60217196,1311.592423133482,7.1789972681418845,43.6,54.3,0,43.6,9,45.1
Jikit,2011,7,0,43,42.2,17.266157013957983,24.432089619393427,40805781811.9402,31520762.50966994,1294.5683594875536,7.165932605435444,44.9,53.3,0,45.1,8,43.8
Jikit,2012,7,0,45.1,48.2,17.30556947065845,24.42649441548408,40578102691.556656,32787879.27163871,1237.5946109651695,7.120924944825628,52.2,49.7,0,42.2,7,43
Jikit,2013,6,1,44.4,49.2,17.34498192735892,24.579527402566445,47288236539.80018,34105933.40823379,1386.5105515154714,7.2345454752075256,54,47.1,0,48.2,7,45.1
Jikit,2014,4,1,41.5,50.3,17.38439438405939,24.47961275298889,42791817998.03155,35476972.57300367,1206.1857282206242,7.095218368929498,49.9,47.3,1,49.2,6,44.4
Jikit,2015,4,1,42.5,50.1,17.42380684075986,24.55544450579181,46163002650.814,36903126.73400687,1250.9238846765252,7.131637665031953,49.4,42.2,1,50.3,4,41.5
Jikit,2016,3,1,41.4,57.3,17.463219297460327,24.679193901528443,52244157404.44796,38386611.48280927,1360.999457528168,7.215974604068116,52.1,41.5,1,50.1,4,42.5
Jikit,2017,2,1,40.7,51.8,17.5026317541608,24.636122774715467,50041714007.958176,39929731.47650018,1253.244441110484,7.133491020554668,54.3,38.4,1,57.3,3,41.4
Jikit,2018,1,1,40.2,48.9,17.542044210861267,24.737875017069207,55401639109.12103,41534884.01807539,1333.8580429166727,7.19583080620794,58.1,36.5,1,51.8,2,40.7
