"resp.id","ques","alt","carpool","seat","cargo","eng","price","choice"
31,8,3,"yes","7","2ft","gas","35",0
31,9,1,"yes","8","3ft","hyb","30",1
31,9,2,"yes","6","2ft","hyb","30",0
31,9,3,"yes","6","2ft","elec","35",0
31,10,1,"yes","6","2ft","gas","30",0
31,10,2,"yes","8","2ft","hyb","30",0
31,10,3,"yes","8","3ft","elec","30",1
31,11,1,"yes","6","3ft","elec","35",0
31,11,2,"yes","8","3ft","elec","35",0
31,11,3,"yes","7","3ft","gas","30",1
31,12,1,"yes","8","2ft","elec","35",0
31,12,2,"yes","8","3ft","gas","30",1
31,12,3,"yes","8","2ft","elec","30",0
31,13,1,"yes","7","2ft","hyb","40",0
31,13,2,"yes","7","2ft","gas","40",0
31,13,3,"yes","6","2ft","elec","30",1
31,14,1,"yes","8","3ft","hyb","40",0
31,14,2,"yes","7","3ft","hyb","30",1
31,14,3,"yes","7","2ft","hyb","35",0
31,15,1,"yes","7","3ft","elec","30",1
31,15,2,"yes","6","3ft","hyb","35",0
31,15,3,"yes","6","2ft","gas","40",0
32,1,1,"no","7","2ft","gas","40",0
32,1,2,"no","7","2ft","hyb","30",0
32,1,3,"no","6","2ft","hyb","30",1
32,2,1,"no","6","3ft","hyb","40",1
32,2,2,"no","6","2ft","hyb","40",0
32,2,3,"no","7","3ft","elec","30",0
32,3,1,"no","8","2ft","elec","40",0
32,3,2,"no","6","3ft","elec","30",1
32,3,3,"no","8","3ft","elec","35",0
32,4,1,"no","8","2ft","elec","30",0
32,4,2,"no","6","2ft","gas","40",1
32,4,3,"no","6","2ft","gas","35",0
32,5,1,"no","8","2ft","gas","35",0
32,5,2,"no","7","3ft","hyb","40",0
32,5,3,"no","7","3ft","gas","30",1
32,6,1,"no","7","3ft","gas","35",1
32,6,2,"no","6","2ft","elec","40",0
32,6,3,"no","7","2ft","elec","30",0
32,7,1,"no","7","2ft","gas","30",0
32,7,2,"no","7","3ft","elec","35",0
32,7,3,"no","8","2ft","hyb","35",1
32,8,1,"no","8","3ft","hyb","30",1
32,8,2,"no","8","3ft","hyb","35",0
32,8,3,"no","7","2ft","elec","35",0
32,9,1,"no","6","2ft","elec","35",0
32,9,2,"no","6","3ft","elec","35",0
32,9,3,"no","8","3ft","gas","35",1
32,10,1,"no","7","2ft","gas","35",0
32,10,2,"no","8","3ft","hyb","40",0
32,10,3,"no","7","3ft","hyb","35",1
32,11,1,"no","8","2ft","gas","40",0
32,11,2,"no","8","2ft","gas","30",1
32,11,3,"no","8","3ft","elec","30",0
32,12,1,"no","6","3ft","gas","35",1
32,12,2,"no","6","3ft","gas","40",0
32,12,3,"no","6","2ft","elec","30",0
32,13,1,"no","7","2ft","hyb","35",0
32,13,2,"no","6","2ft","gas","30",0
32,13,3,"no","6","3ft","hyb","30",1
32,14,1,"no","7","3ft","gas","40",1
32,14,2,"no","6","3ft","hyb","35",0
32,14,3,"no","8","3ft","elec","40",0
32,15,1,"no","8","2ft","hyb","30",0
32,15,2,"no","8","3ft","gas","30",1
32,15,3,"no","7","2ft","hyb","40",0
33,1,1,"no","8","2ft","gas","30",1
33,1,2,"no","8","3ft","hyb","35",0
33,1,3,"no","8","2ft","elec","30",0
33,2,1,"no","7","3ft","elec","35",0
33,2,2,"no","8","2ft","hyb","40",0
33,2,3,"no","7","3ft","hyb","40",1
33,3,1,"no","7","2ft","gas","35",1
33,3,2,"no","7","2ft","hyb","35",0
33,3,3,"no","8","3ft","hyb","40",0
33,4,1,"no","8","2ft","elec","35",0
33,4,2,"no","7","2ft","elec","35",0
33,4,3,"no","7","2ft","gas","30",1
33,5,1,"no","8","2ft","hyb","30",1
33,5,2,"no","8","3ft","elec","30",0
33,5,3,"no","8","2ft","elec","40",0
33,6,1,"no","6","2ft","elec","30",1
33,6,2,"no","8","3ft","gas","30",0
33,6,3,"no","8","3ft","gas","35",0
33,7,1,"no","7","2ft","hyb","30",0
33,7,2,"no","7","2ft","gas","40",1
33,7,3,"no","7","2ft","elec","40",0
33,8,1,"no","7","3ft","hyb","30",0
33,8,2,"no","6","3ft","gas","40",1
33,8,3,"no","6","2ft","hyb","35",0
33,9,1,"no","8","3ft","elec","35",0
33,9,2,"no","7","2ft","elec","30",1
33,9,3,"no","6","3ft","elec","35",0
33,10,1,"no","6","2ft","hyb","40",0
33,10,2,"no","6","3ft","gas","35",1
33,10,3,"no","7","3ft","gas","30",0
33,11,1,"no","7","3ft","elec","30",0
33,11,2,"no","6","2ft","gas","40",1
33,11,3,"no","7","3ft","elec","40",0
33,12,1,"no","8","3ft","hyb","30",0
33,12,2,"no","6","3ft","hyb","30",1
33,12,3,"no","6","3ft","elec","40",0
33,13,1,"no","7","2ft","hyb","40",0
33,13,2,"no","7","3ft","hyb","35",1
33,13,3,"no","8","2ft","gas","40",0
33,14,1,"no","6","3ft","elec","30",1
33,14,2,"no","8","2ft","hyb","35",0
33,14,3,"no","6","2ft","elec","40",0
33,15,1,"no","7","3ft","gas","35",0
33,15,2,"no","6","3ft","hyb","35",0
33,15,3,"no","7","3ft","gas","40",1
34,1,1,"no","7","2ft","hyb","30",1
34,1,2,"no","8","2ft","hyb","30",0
34,1,3,"no","6","2ft","hyb","40",0
34,2,1,"no","8","2ft","elec","35",0
34,2,2,"no","7","2ft","elec","35",0
34,2,3,"no","7","3ft","elec","30",1
34,3,1,"no","6","3ft","gas","35",1
34,3,2,"no","8","3ft","hyb","30",0
34,3,3,"no","6","2ft","elec","35",0
34,4,1,"no","6","2ft","hyb","35",0
34,4,2,"no","6","3ft","hyb","30",1
34,4,3,"no","6","2ft","gas","35",0
34,5,1,"no","7","2ft","gas","30",1
34,5,2,"no","6","3ft","gas","30",0
34,5,3,"no","6","2ft","elec","30",0
34,6,1,"no","8","2ft","gas","40",0
34,6,2,"no","6","3ft","gas","40",0
34,6,3,"no","7","2ft","gas","35",1
34,7,1,"no","8","3ft","gas","35",1
34,7,2,"no","8","3ft","elec","30",0
34,7,3,"no","7","3ft","elec","35",0
34,8,1,"no","6","2ft","gas","30",1
34,8,2,"no","6","3ft","elec","30",0
34,8,3,"no","7","3ft","elec","40",0
34,9,1,"no","8","3ft","gas","30",1
34,9,2,"no","8","2ft","elec","40",0
34,9,3,"no","6","2ft","elec","40",0
34,10,1,"no","8","3ft","hyb","40",0
34,10,2,"no","6","3ft","elec","35",1
34,10,3,"no","6","3ft","elec","40",0
34,11,1,"no","7","2ft","elec","30",0
34,11,2,"no","8","2ft","hyb","40",0
34,11,3,"no","7","3ft","gas","35",1
34,12,1,"no","8","2ft","gas","30",1
34,12,2,"no","8","3ft","elec","35",0
34,12,3,"no","8","3ft","gas","40",0
34,13,1,"no","7","2ft","hyb","40",0
34,13,2,"no","7","2ft","elec","40",0
34,13,3,"no","7","2ft","gas","40",1
34,14,1,"no","6","3ft","hyb","40",0
34,14,2,"no","8","3ft","elec","40",0
34,14,3,"no","6","2ft","hyb","30",1
34,15,1,"no","8","2ft","elec","30",0
34,15,2,"no","7","3ft","gas","40",0
34,15,3,"no","7","3ft","gas","30",1
35,1,1,"yes","8","2ft","gas","30",1
35,1,2,"yes","7","2ft","hyb","40",0
35,1,3,"yes","6","2ft","hyb","40",0
35,2,1,"yes","7","2ft","gas","35",0
35,2,2,"yes","8","2ft","hyb","35",1
35,2,3,"yes","6","3ft","elec","30",0
35,3,1,"yes","7","3ft","elec","40",0
35,3,2,"yes","6","3ft","hyb","35",0
35,3,3,"yes","7","2ft","gas","40",1
35,4,1,"yes","7","2ft","elec","35",1
35,4,2,"yes","6","2ft","elec","40",0
35,4,3,"yes","6","2ft","elec","35",0
35,5,1,"yes","8","2ft","hyb","30",0
35,5,2,"yes","8","3ft","gas","30",1
35,5,3,"yes","8","2ft","elec","40",0
35,6,1,"yes","8","3ft","elec","30",0
35,6,2,"yes","6","3ft","gas","35",1
35,6,3,"yes","7","3ft","gas","40",0
35,7,1,"yes","7","3ft","hyb","40",0
35,7,2,"yes","7","2ft","elec","40",0
35,7,3,"yes","6","2ft","gas","35",1
35,8,1,"yes","7","2ft","hyb","30",1
35,8,2,"yes","6","2ft","elec","30",0
35,8,3,"yes","7","2ft","hyb","35",0
35,9,1,"yes","6","3ft","gas","40",0
35,9,2,"yes","8","2ft","gas","35",0
35,9,3,"yes","7","3ft","gas","35",1
35,10,1,"yes","7","2ft","gas","30",1
35,10,2,"yes","7","3ft","elec","35",0
35,10,3,"yes","8","3ft","gas","40",0
35,11,1,"yes","6","3ft","hyb","40",0
35,11,2,"yes","7","3ft","hyb","35",0
35,11,3,"yes","6","3ft","gas","30",1
35,12,1,"yes","7","3ft","elec","30",0
35,12,2,"yes","8","2ft","elec","35",0
35,12,3,"yes","8","2ft","hyb","40",1
35,13,1,"yes","8","3ft","gas","35",0
35,13,2,"yes","6","3ft","elec","35",0
35,13,3,"yes","7","3ft","hyb","30",1
35,14,1,"yes","6","2ft","hyb","30",0
35,14,2,"yes","7","3ft","gas","30",1
35,14,3,"yes","8","3ft","hyb","30",0
35,15,1,"yes","8","3ft","hyb","35",0
35,15,2,"yes","6","3ft","elec","40",0
35,15,3,"yes","8","3ft","hyb","40",1
36,1,1,"no","8","2ft","gas","30",1
36,1,2,"no","7","3ft","elec","40",0
36,1,3,"no","6","2ft","elec","30",0
36,2,1,"no","6","2ft","hyb","40",0
36,2,2,"no","7","2ft","hyb","40",0
36,2,3,"no","8","3ft","elec","30",1
36,3,1,"no","7","2ft","hyb","30",0
36,3,2,"no","8","2ft","elec","30",0
36,3,3,"no","6","3ft","hyb","30",1
36,4,1,"no","7","3ft","gas","40",1
36,4,2,"no","7","2ft","gas","35",0
36,4,3,"no","7","3ft","hyb","35",0
36,5,1,"no","8","3ft","gas","40",1
36,5,2,"no","8","2ft","gas","35",0
36,5,3,"no","8","3ft","hyb","35",0
36,6,1,"no","6","2ft","elec","40",0
36,6,2,"no","8","3ft","gas","35",1
36,6,3,"no","8","3ft","hyb","40",0
36,7,1,"no","8","2ft","hyb","40",0
36,7,2,"no","6","2ft","hyb","30",0
36,7,3,"no","8","3ft","gas","30",1
36,8,1,"no","8","2ft","elec","40",0
36,8,2,"no","6","2ft","gas","40",1
36,8,3,"no","7","2ft","gas","40",0
36,9,1,"no","7","2ft","hyb","35",0
36,9,2,"no","6","2ft","gas","30",1
36,9,3,"no","7","3ft","elec","30",0
36,10,1,"no","8","3ft","elec","40",0
36,10,2,"no","6","3ft","gas","30",1
36,10,3,"no","7","2ft","gas","30",0
36,11,1,"no","6","2ft","gas","35",1
36,11,2,"no","6","3ft","elec","40",0
36,11,3,"no","7","3ft","hyb","30",0
36,12,1,"no","8","3ft","elec","35",0
36,12,2,"no","6","3ft","gas","35",1
36,12,3,"no","6","3ft","elec","30",0
36,13,1,"no","7","3ft","gas","30",0
36,13,2,"no","6","3ft","elec","35",1
36,13,3,"no","7","2ft","elec","30",0
36,14,1,"no","6","3ft","gas","40",1
36,14,2,"no","6","2ft","elec","35",0
36,14,3,"no","8","2ft","elec","35",0
36,15,1,"no","7","2ft","elec","40",0
36,15,2,"no","7","3ft","hyb","40",0
36,15,3,"no","7","3ft","gas","35",1
37,1,1,"no","7","2ft","gas","40",1
37,1,2,"no","8","3ft","elec","35",0
37,1,3,"no","6","3ft","gas","40",0
37,2,1,"no","7","3ft","gas","40",0
37,2,2,"no","6","2ft","hyb","35",0
37,2,3,"no","7","3ft","gas","35",1
37,3,1,"no","6","3ft","gas","35",0
37,3,2,"no","6","2ft","gas","30",1
37,3,3,"no","8","2ft","elec","40",0
37,4,1,"no","7","2ft","hyb","35",1
37,4,2,"no","6","2ft","gas","35",0
37,4,3,"no","6","3ft","elec","35",0
37,5,1,"no","8","2ft","gas","40",0
37,5,2,"no","6","3ft","elec","30",0
37,5,3,"no","7","3ft","hyb","40",1
37,6,1,"no","7","3ft","gas","30",0
37,6,2,"no","8","3ft","elec","40",0
37,6,3,"no","7","2ft","hyb","30",1
37,7,1,"no","8","3ft","gas","30",1
37,7,2,"no","6","2ft","elec","30",0
37,7,3,"no","7","3ft","elec","30",0
37,8,1,"no","8","2ft","elec","30",0
37,8,2,"no","7","2ft","gas","35",1
37,8,3,"no","7","2ft","elec","40",0
37,9,1,"no","6","3ft","hyb","30",1
37,9,2,"no","8","2ft","hyb","40",0
37,9,3,"no","6","2ft","hyb","30",0
37,10,1,"no","7","2ft","elec","30",0
37,10,2,"no","7","2ft","gas","30",1
37,10,3,"no","8","2ft","hyb","30",0
37,11,1,"no","8","2ft","gas","35",0
37,11,2,"no","7","2ft","hyb","40",0
37,11,3,"no","6","2ft","gas","40",1
37,12,1,"no","6","2ft","hyb","40",1
37,12,2,"no","7","3ft","elec","35",0
37,12,3,"no","8","3ft","elec","30",0
37,13,1,"no","8","3ft","hyb","40",0
37,13,2,"no","8","2ft","hyb","35",1
37,13,3,"no","6","3ft","hyb","40",0
37,14,1,"no","7","2ft","elec","35",0
37,14,2,"no","7","3ft","hyb","30",0
37,14,3,"no","8","3ft","gas","40",1
37,15,1,"no","6","3ft","gas","30",1
37,15,2,"no","6","2ft","elec","35",0
37,15,3,"no","7","3ft","elec","40",0
38,1,1,"no","7","3ft","elec","30",0
38,1,2,"no","8","2ft","gas","40",0
38,1,3,"no","6","2ft","hyb","35",1
38,2,1,"no","8","3ft","hyb","40",0
38,2,2,"no","6","2ft","elec","30",1
38,2,3,"no","7","2ft","elec","30",0
38,3,1,"no","8","3ft","gas","40",0
38,3,2,"no","7","3ft","hyb","35",0
38,3,3,"no","6","2ft","gas","40",1
38,4,1,"no","6","3ft","hyb","35",0
38,4,2,"no","6","2ft","hyb","30",0
38,4,3,"no","6","3ft","hyb","30",1
38,5,1,"no","7","2ft","hyb","35",0
38,5,2,"no","6","2ft","elec","40",0
38,5,3,"no","8","3ft","elec","30",1
38,6,1,"no","7","3ft","gas","35",1
38,6,2,"no","7","3ft","hyb","40",0
38,6,3,"no","6","3ft","elec","40",0
38,7,1,"no","6","3ft","elec","35",0
38,7,2,"no","8","2ft","elec","35",0
38,7,3,"no","6","2ft","gas","30",1
38,8,1,"no","6","3ft","gas","35",1
38,8,2,"no","7","2ft","gas","40",0
38,8,3,"no","7","3ft","elec","35",0
38,9,1,"no","7","2ft","gas","35",1
38,9,2,"no","7","3ft","elec","40",0
38,9,3,"no","7","2ft","hyb","40",0
38,10,1,"no","6","2ft","hyb","40",0
38,10,2,"no","7","3ft","gas","30",1
38,10,3,"no","8","2ft","elec","30",0
38,11,1,"no","8","2ft","elec","40",0
38,11,2,"no","6","3ft","hyb","40",1
38,11,3,"no","7","2ft","hyb","30",0
38,12,1,"no","6","3ft","gas","40",0
38,12,2,"no","6","2ft","gas","35",1
38,12,3,"no","8","3ft","elec","40",0
38,13,1,"no","6","3ft","gas","30",1
38,13,2,"no","8","3ft","hyb","35",0
38,13,3,"no","7","2ft","elec","35",0
38,14,1,"no","8","3ft","gas","35",1
38,14,2,"no","8","3ft","elec","35",0
38,14,3,"no","8","3ft","gas","30",0
38,15,1,"no","8","2ft","gas","35",0
38,15,2,"no","8","2ft","hyb","30",1
38,15,3,"no","8","2ft","hyb","35",0
39,1,1,"no","6","2ft","hyb","40",0
39,1,2,"no","8","3ft","hyb","35",1
39,1,3,"no","7","2ft","hyb","30",0
39,2,1,"no","8","2ft","elec","35",0
39,2,2,"no","7","3ft","gas","35",1
39,2,3,"no","8","2ft","gas","30",0
39,3,1,"no","8","3ft","elec","35",0
39,3,2,"no","6","3ft","gas","30",1
39,3,3,"no","8","2ft","gas","40",0
39,4,1,"no","8","2ft","hyb","35",0
39,4,2,"no","6","3ft","gas","40",1
39,4,3,"no","7","3ft","hyb","35",0
39,5,1,"no","6","3ft","gas","35",1
39,5,2,"no","6","2ft","elec","40",0
39,5,3,"no","8","3ft","gas","40",0
39,6,1,"no","6","2ft","elec","35",0
39,6,2,"no","8","2ft","elec","40",1
39,6,3,"no","6","2ft","gas","40",0
39,7,1,"no","6","2ft","elec","30",0
39,7,2,"no","8","2ft","gas","35",1
39,7,3,"no","6","3ft","hyb","40",0
39,8,1,"no","7","3ft","hyb","40",0
39,8,2,"no","7","2ft","hyb","40",0
39,8,3,"no","8","2ft","hyb","40",1
39,9,1,"no","6","2ft","hyb","30",1
39,9,2,"no","8","3ft","elec","30",0
39,9,3,"no","7","3ft","elec","30",0
39,10,1,"no","7","2ft","gas","40",0
39,10,2,"no","7","3ft","gas","40",0
39,10,3,"no","8","3ft","gas","30",1
39,11,1,"no","6","3ft","elec","30",0
39,11,2,"no","6","3ft","elec","40",0
39,11,3,"no","8","3ft","hyb","30",1
39,12,1,"no","8","3ft","elec","40",0
39,12,2,"no","6","2ft","gas","35",0
39,12,3,"no","6","3ft","hyb","35",1
39,13,1,"no","8","3ft","gas","35",0
39,13,2,"no","6","2ft","gas","30",1
39,13,3,"no","7","3ft","elec","35",0
39,14,1,"no","6","3ft","hyb","30",0
39,14,2,"no","6","3ft","elec","35",0
39,14,3,"no","7","2ft","gas","35",1
39,15,1,"no","8","2ft","elec","30",0
39,15,2,"no","7","3ft","gas","30",1
39,15,3,"no","7","2ft","gas","30",0
40,1,1,"yes","7","3ft","elec","30",1
40,1,2,"yes","8","2ft","gas","35",0
40,1,3,"yes","6","3ft","gas","35",0
40,2,1,"yes","8","2ft","elec","35",0
40,2,2,"yes","7","2ft","hyb","40",0
40,2,3,"yes","6","3ft","gas","40",1
40,3,1,"yes","8","3ft","hyb","35",0
40,3,2,"yes","8","3ft","elec","35",0
40,3,3,"yes","7","2ft","gas","35",1
40,4,1,"yes","6","2ft","hyb","35",1
40,4,2,"yes","8","3ft","elec","40",0
40,4,3,"yes","7","2ft","elec","35",0
40,5,1,"yes","8","2ft","gas","30",1
40,5,2,"yes","7","3ft","gas","40",0
40,5,3,"yes","7","3ft","gas","30",0
40,6,1,"yes","7","3ft","elec","35",0
40,6,2,"yes","6","2ft","gas","35",1
40,6,3,"yes","7","3ft","hyb","30",0
40,7,1,"yes","8","2ft","hyb","35",1
40,7,2,"yes","7","3ft","hyb","40",0
40,7,3,"yes","7","3ft","hyb","35",0
40,8,1,"yes","6","3ft","hyb","30",1
40,8,2,"yes","6","3ft","hyb","40",0
40,8,3,"yes","8","2ft","elec","40",0
40,9,1,"yes","6","3ft","elec","40",0
40,9,2,"yes","6","2ft","hyb","40",0
40,9,3,"yes","8","3ft","gas","35",1
40,10,1,"yes","6","2ft","gas","30",0
40,10,2,"yes","8","3ft","hyb","30",0
40,10,3,"yes","6","3ft","elec","30",1
40,11,1,"yes","7","2ft","hyb","30",1
40,11,2,"yes","7","2ft","gas","40",0
40,11,3,"yes","6","2ft","elec","40",0
40,12,1,"yes","7","2ft","hyb","35",0
40,12,2,"yes","6","3ft","hyb","35",0
40,12,3,"yes","6","3ft","gas","30",1
40,13,1,"yes","6","2ft","gas","40",0
40,13,2,"yes","7","3ft","elec","40",0
40,13,3,"yes","7","2ft","elec","30",1
40,14,1,"yes","6","2ft","hyb","30",1
40,14,2,"yes","8","2ft","hyb","40",0
40,14,3,"yes","8","2ft","gas","40",0
40,15,1,"yes","8","3ft","gas","30",1
40,15,2,"yes","7","2ft","gas","30",0
40,15,3,"yes","7","2ft","elec","40",0
41,1,1,"no","7","3ft","hyb","35",0
41,1,2,"no","6","2ft","gas","40",0
41,1,3,"no","7","2ft","hyb","30",1
41,2,1,"no","7","3ft","gas","40",0
41,2,2,"no","6","3ft","hyb","30",1
41,2,3,"no","7","3ft","hyb","40",0
41,3,1,"no","8","2ft","hyb","30",0
41,3,2,"no","7","2ft","elec","35",1
41,3,3,"no","6","2ft","hyb","30",0
41,4,1,"no","8","3ft","gas","40",1
41,4,2,"no","8","2ft","hyb","35",0
41,4,3,"no","7","3ft","elec","40",0
41,5,1,"no","8","2ft","gas","40",0
41,5,2,"no","7","2ft","elec","40",0
41,5,3,"no","6","2ft","gas","30",1
41,6,1,"no","6","3ft","hyb","35",1
41,6,2,"no","7","2ft","hyb","35",0
41,6,3,"no","6","2ft","gas","35",0
41,7,1,"no","6","3ft","gas","30",1
41,7,2,"no","8","3ft","hyb","30",0
41,7,3,"no","8","2ft","gas","35",0
41,8,1,"no","7","2ft","hyb","40",0
41,8,2,"no","8","3ft","elec","40",0
41,8,3,"no","6","3ft","elec","30",1
41,9,1,"no","8","3ft","hyb","35",0
41,9,2,"no","8","3ft","elec","30",1
41,9,3,"no","8","3ft","elec","35",0
41,10,1,"no","7","2ft","elec","30",0
41,10,2,"no","7","3ft","gas","30",1
41,10,3,"no","8","2ft","elec","30",0
41,11,1,"no","8","3ft","gas","35",1
41,11,2,"no","8","2ft","gas","30",0
41,11,3,"no","6","2ft","hyb","35",0
41,12,1,"no","6","3ft","gas","35",0
41,12,2,"no","7","3ft","elec","35",0
41,12,3,"no","8","3ft","gas","30",1
41,13,1,"no","6","2ft","hyb","40",0
41,13,2,"no","8","2ft","elec","40",0
41,13,3,"no","7","3ft","elec","30",1
41,14,1,"no","6","3ft","hyb","40",0
41,14,2,"no","6","2ft","elec","35",1
41,14,3,"no","7","2ft","gas","30",0
41,15,1,"no","6","3ft","elec","35",1
41,15,2,"no","6","3ft","gas","40",0
41,15,3,"no","6","3ft","elec","40",0
42,1,1,"no","8","3ft","gas","35",1
42,1,2,"no","8","3ft","hyb","35",0
42,1,3,"no","7","3ft","gas","30",0
42,2,1,"no","8","3ft","hyb","40",0
42,2,2,"no","8","3ft","gas","30",0
42,2,3,"no","8","3ft","hyb","30",1
42,3,1,"no","8","2ft","elec","35",0
42,3,2,"no","7","3ft","hyb","40",0
42,3,3,"no","6","2ft","gas","30",1
42,4,1,"no","7","2ft","elec","40",0
42,4,2,"no","7","2ft","hyb","35",1
42,4,3,"no","8","2ft","gas","35",0
42,5,1,"no","6","3ft","hyb","35",0
42,5,2,"no","6","3ft","hyb","30",1
42,5,3,"no","6","2ft","gas","35",0
42,6,1,"no","8","2ft","gas","40",0
42,6,2,"no","8","2ft","elec","40",0
42,6,3,"no","6","3ft","gas","35",1
42,7,1,"no","7","2ft","hyb","30",0
42,7,2,"no","6","3ft","elec","35",1
42,7,3,"no","8","3ft","gas","40",0
42,8,1,"no","6","2ft","elec","40",1
42,8,2,"no","7","3ft","gas","35",0
42,8,3,"no","6","2ft","hyb","35",0
42,9,1,"no","6","3ft","gas","40",0
42,9,2,"no","6","2ft","elec","35",0
42,9,3,"no","7","3ft","elec","30",1
42,10,1,"no","6","3ft","gas","30",1
42,10,2,"no","7","2ft","elec","30",0
42,10,3,"no","6","2ft","hyb","30",0
42,11,1,"no","8","2ft","elec","30",0
42,11,2,"no","6","3ft","elec","40",0
42,11,3,"no","7","3ft","hyb","30",1
42,12,1,"no","8","2ft","hyb","40",0
42,12,2,"no","7","2ft","hyb","40",0
42,12,3,"no","6","3ft","elec","30",1
42,13,1,"no","8","3ft","elec","40",0
42,13,2,"no","6","3ft","hyb","40",0
42,13,3,"no","8","3ft","elec","30",1
42,14,1,"no","6","2ft","hyb","40",0
42,14,2,"no","7","2ft","elec","35",0
42,14,3,"no","7","2ft","gas","30",1
42,15,1,"no","7","3ft","gas","40",0
42,15,2,"no","6","2ft","elec","30",1
42,15,3,"no","7","3ft","elec","35",0
43,1,1,"no","7","2ft","gas","35",0
43,1,2,"no","7","3ft","hyb","40",0
43,1,3,"no","6","2ft","hyb","35",1
43,2,1,"no","6","2ft","hyb","40",0
43,2,2,"no","8","2ft","gas","40",0
43,2,3,"no","6","3ft","gas","35",1
43,3,1,"no","8","2ft","elec","40",0
43,3,2,"no","7","2ft","hyb","35",1
43,3,3,"no","7","3ft","elec","40",0
43,4,1,"no","8","3ft","gas","30",1
43,4,2,"no","7","2ft","elec","40",0
43,4,3,"no","7","3ft","hyb","35",0
43,5,1,"no","7","3ft","gas","30",1
43,5,2,"no","8","2ft","hyb","30",0
43,5,3,"no","8","3ft","elec","35",0
43,6,1,"no","8","2ft","elec","30",0
43,6,2,"no","7","3ft","elec","35",0
43,6,3,"no","6","2ft","gas","35",1
43,7,1,"no","6","3ft","elec","35",0
43,7,2,"no","6","3ft","elec","40",1
43,7,3,"no","7","2ft","gas","40",0
43,8,1,"no","7","3ft","hyb","30",1
43,8,2,"no","8","3ft","hyb","40",0
43,8,3,"no","6","3ft","hyb","30",0
43,9,1,"no","6","3ft","hyb","40",0
43,9,2,"no","6","3ft","hyb","35",0
43,9,3,"no","7","2ft","gas","30",1
43,10,1,"no","8","3ft","hyb","35",1
43,10,2,"no","7","2ft","elec","30",0
43,10,3,"no","7","2ft","hyb","40",0
43,11,1,"no","6","2ft","elec","35",0
43,11,2,"no","7","3ft","elec","30",0
43,11,3,"no","6","3ft","gas","30",1
43,12,1,"no","6","2ft","elec","30",0
43,12,2,"no","6","3ft","elec","30",0
43,12,3,"no","6","2ft","gas","30",1
43,13,1,"no","7","2ft","elec","35",0
43,13,2,"no","8","2ft","gas","30",1
43,13,3,"no","6","3ft","gas","40",0
43,14,1,"no","8","2ft","gas","35",0
43,14,2,"no","8","3ft","elec","40",0
43,14,3,"no","6","2ft","gas","40",1
43,15,1,"no","8","3ft","gas","35",1
43,15,2,"no","8","3ft","elec","30",0
43,15,3,"no","7","3ft","gas","40",0
44,1,1,"yes","8","2ft","elec","40",0
44,1,2,"yes","8","3ft","elec","35",0
44,1,3,"yes","7","2ft","hyb","35",1
44,2,1,"yes","8","3ft","hyb","30",1
44,2,2,"yes","8","2ft","hyb","40",0
44,2,3,"yes","8","3ft","gas","30",0
44,3,1,"yes","7","2ft","gas","30",0
44,3,2,"yes","8","2ft","gas","30",0
44,3,3,"yes","6","2ft","gas","35",1
44,4,1,"yes","8","3ft","elec","30",0
44,4,2,"yes","8","3ft","gas","40",0
44,4,3,"yes","7","3ft","gas","30",1
44,5,1,"yes","8","2ft","elec","35",0
44,5,2,"yes","7","2ft","gas","40",1
44,5,3,"yes","6","2ft","hyb","30",0
44,6,1,"yes","6","2ft","hyb","40",0
44,6,2,"yes","6","3ft","gas","40",1
44,6,3,"yes","6","3ft","elec","40",0
44,7,1,"yes","6","2ft","elec","30",0
44,7,2,"yes","6","2ft","elec","35",0
44,7,3,"yes","8","3ft","gas","35",1
44,8,1,"yes","8","2ft","gas","35",1
44,8,2,"yes","6","3ft","hyb","35",0
44,8,3,"yes","7","2ft","gas","35",0
44,9,1,"yes","6","2ft","gas","40",0
44,9,2,"yes","6","3ft","hyb","30",0
44,9,3,"yes","7","3ft","gas","40",1
44,10,1,"yes","7","3ft","elec","40",0
44,10,2,"yes","6","3ft","elec","35",1
44,10,3,"yes","6","2ft","hyb","35",0
44,11,1,"yes","6","3ft","gas","30",1
44,11,2,"yes","7","2ft","elec","35",0
44,11,3,"yes","8","3ft","elec","40",0
44,12,1,"yes","8","3ft","hyb","35",1
44,12,2,"yes","6","3ft","elec","30",0
44,12,3,"yes","8","2ft","elec","30",0
44,13,1,"yes","7","3ft","hyb","30",1
44,13,2,"yes","6","2ft","elec","40",0
44,13,3,"yes","7","2ft","elec","30",0
44,14,1,"yes","6","3ft","gas","35",1
44,14,2,"yes","7","3ft","elec","30",0
44,14,3,"yes","6","2ft","gas","30",0
44,15,1,"yes","7","2ft","hyb","40",1
44,15,2,"yes","8","2ft","gas","40",0
44,15,3,"yes","6","3ft","hyb","40",0
45,1,1,"yes","7","3ft","elec","30",1
45,1,2,"yes","7","3ft","hyb","35",0
45,1,3,"yes","6","3ft","hyb","40",0
45,2,1,"yes","7","2ft","hyb","35",0
45,2,2,"yes","6","2ft","hyb","40",1
45,2,3,"yes","8","3ft","hyb","35",0
45,3,1,"yes","8","3ft","elec","30",0
45,3,2,"yes","6","3ft","hyb","30",1
45,3,3,"yes","6","3ft","elec","30",0
45,4,1,"yes","7","2ft","elec","40",0
45,4,2,"yes","7","3ft","gas","35",0
